"","A1S1","A2S9","A3S17","A4S25","A5S33","A6S41","B1S2","B2S10","B3S18","B4S26","B5S34","B6S42","C1S3","C2S11","C3S19","C4S27","C5S35","C6S43","D1S4","D2S12","D3S20","D4S28","D5S36","D6S44","E1S5","E2S13","E3S21","E4S29","E5S37","E6S45","F1S6","F2S14","F3S22","F4S30","F5S38","F6S46","G1S7","G2S15","G3S23","G4S31","G5S39","G6S47","H1S8","H2S16","H3S24","H4S32","H5S40","H6S48","A7S49","A8S57","A10S73","A11S81","A12S89","B7S50","B8S58","B9S66","B10S74","B11S82","B12S90","C8S59","C9S67","C10S75","C11S83","C12S91","D7S52","D8S60","D10S76","D11S84","D12S92","E7S53","E9S69","E11S85","E12S93","F7S54","F8S62","F9S70","F10S78","F11S86","F12S94","G7S55","G9S71","G10S79","G11S87","G12S95","H7S56","H8S64","H9S72","H11S88"
"DLST",5.03977114399235,0,0,0,0,0.509622884034638,0,0.596137020186451,0,0,0,0,1.18324900416285,1.01715372543041,0,0,0,2.00253044753677,0,0,0.562281341086356,0,0,0,0,0,2.42942939505912,0,0,0,0,0,0,0,0,0,0,0.317338706216124,0,0,0,2.71079258695816,3.73724613369741,0,0,0.237856608452808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157305651188215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ACO1",8.09387468084366,0,9.77906374496649,0.174692616266053,0,1.68806256425768,5.94532761192726,0,3.96162279387099,2.79438098672863,0,0.6561572927664,36.165054357876,0.153145249857987,9.2565273417935,0,7.8350743639275,6.43212956455666,0,1.96294281825017,0,0,0,2.66188050791116,2.38706969767297,0,23.5725574437864,1.47980088705978,0.128269715378012,0,0.142595620655488,0,7.33939722090516,14.0995819757336,1.31151417523283,1.15795772547621,0,8.40916068623005,0,9.74067762194234,1.42157312561496,0.445247804728703,0,0,0,1.86223936333337,0,0.582363676155885,7.24849613223342,0,0,0,0.585140635710935,0.754373056762116,4.82070405135313,0,0,0,0,0,3.45122146522655,3.53446960961815,1.7322117779535,0,0,3.22107005146485,0,0,0,0.269788467623917,0,0,0,0,0,0.648301681093261,13.1158891026176,72.1653692979684,0,0,0,0,0,0,0,0,0,0
"ACLY",77.896788564604,29.9479168351237,35.5199630110985,52.114119124659,140.275436567315,31.1126870931631,0,66.5497796734885,106.782693921486,8.57896923750006,75.968804990695,162.169918445293,123.062319157794,295.407411747343,129.39776673516,22.9291223563555,65.6309354852136,84.1232960190554,87.7482235826423,82.0574312885319,132.406100733101,0,0.196401554097609,11.885642575218,131.606671385237,5.62060162981048,340.424356673961,8.18226461520796,19.1326438694903,132.176651277533,140.626423513429,77.949268767375,76.2218880417786,44.3523632230685,56.7670585639854,31.1902805169817,116.747648163459,40.1311503596105,17.3289274419786,547.781641047519,34.9970757884527,19.1286433876785,31.0732757892815,67.2698145509116,48.9820448295208,16.3882610520149,37.698908500769,105.629602465603,55.1087863647447,0,0,0,0,0,62.8299352063937,43.396062763348,0.466150962598137,8.76422781630091,18.5996570021689,72.6209407747466,0,6.28172568105981,0,3.63670250595619,11.4116236676116,0,1.28214621793396,0,0,9.96270323153471,1.16428323516807,45.2891510900875,0.369104323674834,31.0080725217725,28.7980275556231,0,0,147.957746137727,25.6093740306852,0,9.1274346653505,0,0,33.7569755327366,11.6971651977419,0,0,5.48567609688234
"PDHA1",44.7992120510436,61.0278622604306,62.2698001738013,104.279983116172,0,40.2548768181377,0,12.6776969238405,48.9941610056829,81.7585001941655,5.00161971543479,40.8232648193758,68.8999600966181,45.3225408037322,111.813108607366,50.319191457728,47.015643511449,48.1634646087118,3.74391354415356,17.6037189606114,1.13882933538523,78.7527383118052,60.4331472396426,42.3351615741154,23.5098017297603,80.7327833972921,9.84100044292812,52.0279224530973,100.078355809466,18.024452652758,60.4233470601287,22.0085055055257,41.9601817078546,32.8150919705466,13.7219728777483,21.0288009464736,32.2941462775977,1.92818755390612,31.746944763464,11.1674958167919,65.7354966638279,89.3432216760647,4.79390056025137,58.9977084882856,48.9872172435662,17.5838131532607,26.6289969811213,33.539215866348,15.9972478558242,54.6125186163771,0,0.136721702884363,52.5411490428027,0,50.257422316811,6.43653638041457,50.0671345200065,2.1424192729107,1.98337935024287,0,192.107408789113,12.1566002218596,4.43843353616777,1.05567977818681,71.2913556845585,54.0031385878617,12.9733988094703,0,55.9830777491159,1.81460215704312,70.4675431502487,105.84578113578,191.575987915733,1.42391466502521,0,16.5335205601314,5.37912862665915,0,0,17.1655741482444,10.3264760149239,100.2836490705,61.1152768106491,9.99127984536176,0,0,0.707117203860055,167.839894814693
"LDHA",1449.33998257284,1069.51519698825,1071.32171926973,1381.64854363946,1630.11449747684,1641.81864508959,1142.56509770256,890.819260813159,1530.00738924695,1346.10767899208,1686.81894705574,819.559125512532,1457.7827797543,1902.08360878751,869.193362589435,1486.500873104,1343.64425261339,1317.94155136466,875.703617263282,988.350454252189,1387.26547449422,2394.41150020759,1344.38970115321,1302.37933342806,1059.57284884651,987.565853368324,1732.94515361892,2417.15531575097,978.440769243017,1456.44681346365,884.920752267367,2687.66819310814,1220.97820462319,1081.34302913273,1817.88606719783,1411.5728433502,1561.38992388026,1290.89910804336,1384.46326499238,1210.17450588894,1419.67554868612,1107.74033041278,1161.19627575785,2031.46715570015,1312.28337093285,1500.15894835846,1042.75863864368,1586.32161139258,539.393357445025,282.298165416638,830.211980783421,660.288217201575,335.007901580653,551.879568045269,304.676452924185,421.782216353036,383.387998529004,211.841911712667,333.875670832397,809.63827005465,356.745417348848,443.680454066095,601.106443484454,345.426455768864,1542.13523607302,665.373773850005,1384.87718819078,420.445419877819,989.486010287988,516.947938778653,202.102063192474,102.199946466391,1036.45341066414,1919.29457698748,567.242390475733,474.674885496022,1064.42257898631,92.4753136775744,1515.11635587393,706.054153125873,617.56304349861,360.20089574267,344.556696288219,759.718608901817,91.9987011613204,0.985853320326379,1060.39015017676,425.825209507731
"SUCLA2",1.61790976668397,24.4060308634079,135.359634326785,5.69891952505219,27.847472317148,0.588972345023521,34.226784435949,1.37791386428669,0.245233887008245,0.643481280814879,0,96.1150157843269,18.461028722556,61.4212811276385,42.4137745816417,95.709138607896,1.1792394292354,54.5795938271679,0.305188931998294,62.7805985601561,51.1199478501845,0,3.38332481596492,35.7565533809707,30.101902537548,108.961119931278,42.4274238608807,12.3914146369723,34.9527643776188,31.7713971786813,22.1646185009473,81.6290829357539,37.4234956157065,38.5244815996541,0.279640154485481,48.8859927740414,58.0678379093421,0,0,61.1741635212755,24.5516547310616,37.0248185093807,15.8368613150077,47.4152236166573,0.473774591931702,12.0952230155581,27.4755811802595,0,10.4322558316656,16.8254159631884,105.895868021341,3.12060254538706,75.2322612871069,129.320912958135,48.1041857661821,21.6168501730242,171.722342133885,4.07496816238581,119.209982259022,15.1046924358359,20.5535287264133,17.572982662594,39.8888290041311,80.4182237735602,0,33.0873278508918,150.240004025442,0,85.0179753304015,73.5158155833411,0,0.10951384916309,0.244553880697435,135.804072176987,55.42410764311,39.1883299011372,68.7544727201654,0,0,0,4.65190467645548,37.1111945502715,0,0,9.62078595691758,0,118.625960566587,0
"IDH1",112.795555776307,6.61886389022836,45.6654679773787,113.501356206599,24.9646602205163,47.3973030729736,6.23349854322286,56.3053372804784,20.4508750932316,47.9381059866039,66.8573078784117,262.161547115072,71.5594961451059,40.9279950364488,28.7194475677012,292.655204807749,15.9803678319469,83.4723491727689,113.76475003155,146.802981392472,0.72255316019005,3.24925085586361,34.9427943537562,77.2088421257142,114.054864807006,112.720253589819,189.395889011129,43.7025828012659,40.0275686163466,123.644416415629,37.4240258217673,40.0584752466587,104.70017582975,2.98854468274534,104.007775162331,0.741230300018875,76.1215071574742,78.6019945168025,41.9162320825768,84.0805803804525,96.6848890004013,27.5511029519269,17.0488930804342,177.14431995275,23.7057898975019,71.523245363187,126.367603714005,66.8677411328989,267.760741955968,53.5560041211033,91.508464762739,26.9345809127949,88.2087423773341,164.584408213631,299.324774706492,207.048146357435,196.52054684815,8.49563103967005,72.1479737508666,172.081832305701,291.956033089737,36.5081968563522,85.0096108440555,56.2629692078009,288.621908389951,15.0091782625994,194.918310789479,0,95.2316535269261,69.5103900734355,0.160825715893661,161.009970469268,222.092479607079,136.289061256108,77.6647867691609,4.14989976755737,43.5144274129266,1.2311939373686,97.2186811390426,0,13.7071394717768,249.183473477646,5.03339915026196,219.067027738428,37.8868403181139,0,118.666528898042,0
"G6PC3",6.15836679989299,12.1873412779034,15.9678456386574,0,0,0.76426635542439,0,1.78801808955066,23.7605825253711,2.59777347366546,17.0581199036185,2.17854025350479,2.66172526480271,1.27116278035277,0,20.7648369046703,0,0,16.104868895169,0,0.374771859949157,0,0,25.777036303538,15.2847541287573,0,38.5924518639424,6.4764382523394,11.9244893830212,10.7473187524869,9.70549472119113,0,13.5763988709144,33.0169176253821,3.38677346405861,14.9939114050951,60.7993292374801,0,19.8648680432438,6.61510332298565,0.884969097233112,11.8263139168547,0.996379984374027,0.820363592084288,20.082899989743,23.0670213449015,1.44052739799686,23.6857966484869,0,3.89510923243733,0,0,0,0,0,0,0,0,0.435133837283195,0,0,0,17.9382726737134,0,0,0,0,0,0,0.223934505921631,0,0,0,0,0,3.04931613605848,0,33.4622334326324,0,0,0,0.207124663057987,0,0,0,0,0,0
"PFKL",0.285445249896248,0,0,0,3.68481397644897,0,1.04113400082155,3.95042625409238,0,1.3244977681662,0,0.37024933503997,4.22210181297184,2.4628316032786,3.99732631953716,0.938100626632028,0,0.0850652918094359,0,0.110762812696094,7.06998758472537,0,0.114791273552232,0,0.288632111102706,0,1.10079455747445,2.96047591555978,6.18837428655728,0,0.603467350466175,0.138477782932342,1.06493030320294,6.63874766731024,0,1.76417959990488,0.189018752670857,0.161762392256707,2.47580142682507,5.74619887077184,0.451209316772114,1.25619805987204,0,0,0,0.363739940105403,0,1.60197312496219,0.127815716910858,0.522619966414564,0,0,0,0,0.306019654167372,5.18384189239573,0,0,0,0,0,0,0,0,0.939405387551635,0.080186053428902,0,0,0,0,0,0.241516930402804,0,0,0,0,0,15.8237662842379,0,0,0,0,0,0,0,0,0,0
"GALM",0,0,0,0,0,0,6.10661786168848,0.48609739101225,0,0,0,1.77679869062729,0,75.0606586539621,30.1810458632708,129.053729861165,0,7.07584683224611,0,1.77180800380885,3.36226775643633,0,0,0,0,0,1.32065755645388,0,13.5462474148941,0,0,0,0,0,0.39460332910729,0,0,1.55257108955201,0,0,7.21773183065931,0,0,15.3888742426951,0,0,0,3.94243510157501,0.408918669944919,0,0,11.2289681591511,0,0,0,0,0,2.58760478311499,0,0,14.8239154098403,0,0.893453489157787,19.1256824330377,0,0,0,0,0,0,0,0,0,0,0,1.75552659521849,0,0,0,0,0,0,87.0635730677649,0,0,0,0,0
"MDH2",57.7315173846052,83.0324295301582,106.446456836444,71.7717489003641,62.7320210293714,74.1934496717002,7.2317017098171,99.8255262860971,127.281842986186,108.543857511847,49.9371473109016,63.9911047245145,107.572153526629,121.389377243244,72.1246337817822,77.2067821018405,60.567596144669,104.686894516587,143.219859975375,98.5681951121938,11.4767577584183,21.3461175515965,99.3389998428207,96.1982974592415,148.947407879547,92.7640257209182,115.3662022537,67.8313813767947,56.9576016840728,28.6285797611618,110.95611583894,37.3429815847157,119.657198972677,134.656674208079,112.180708576123,96.1095371158778,260.885229472524,98.7445446876017,109.802544346765,123.413898245616,19.9107109330245,75.1422418926107,44.5232847549249,23.0714586433537,73.7698659309684,138.513421286045,54.9170902891112,130.204306105271,6.58021007197824,95.0661938643385,49.073492258801,4.72401458655984,169.738836278741,8.60919704507218,150.042924092171,7.71576231447319,6.67923529765031,115.664014955222,57.6520664401091,99.5764714466818,42.720342302447,67.6723718987669,61.9589504929677,114.964209208861,103.173286327934,96.1266708627354,22.5703412104479,0,99.2731170151769,238.197245789177,250.027626332336,63.4714718338714,107.625133677688,3.76524223523262,19.4035283851525,74.2108969796907,47.7925458448154,116.37704299899,0,235.197091900444,232.725383238605,4.6600489284219,47.1352201850876,123.292557937958,41.3227128282141,0,58.4631142530064,0
"ALDOA",885.32043468666,3487.74731704971,802.126027733717,1957.28909190582,2308.20172324957,1998.08116638063,2046.01607558254,1572.43855307542,1524.72381706367,1167.80864586666,1974.53767692736,1310.82002280598,2201.68111418782,2576.71711453994,2916.34216764191,1622.36173488506,1035.22464624387,1412.95343721961,1223.39965713671,1385.06836112472,2526.22537071963,1374.99808280592,1698.219601008,1714.96030147168,1126.12386423672,1614.12317229407,1615.85768163979,2159.56675094935,1552.13078666587,2165.5537608582,1344.49257760555,2047.23110164434,1451.4027351313,872.033490295085,1120.08857210961,1638.77327677072,1839.50208520435,1505.37323122262,2350.8536184574,2807.19280530463,766.269039363764,1276.18081665159,1589.62637595767,2151.92069728861,920.347915775881,1522.49877337756,957.325273715737,1377.56102146492,696.990010092805,474.602802446849,289.162382296524,266.162647340236,238.531586368976,328.82291525474,309.12666795285,250.310804170907,405.713501629962,445.078115742226,238.967717277068,841.612203523232,382.407241044915,220.147277581832,869.398637050867,356.913271524642,2017.17424193743,948.039462081423,824.802063232903,4243.40331129734,188.786341242739,320.992371987458,404.493482060453,334.73627943911,499.008079906908,1802.35118735468,261.03197852074,844.976634406005,245.494321058626,963.832220032019,576.816794390561,252.563449860087,292.889906254281,788.201241250307,266.990589433415,846.027724692204,321.130931788731,4.31160618397251,437.689383445833,342.327585524334
"DLAT",13.9761817357087,3.71918907986269,3.5098851756759,7.10305746494323,3.59324237863041,0,0,10.9485110983322,0.399704331671067,4.19521557038821,0,2.73636560924593,5.0149085821226,18.2018090588821,1.7725589597941,0,12.2529469715322,1.88605123914144,0.994848954897357,1.02325488110675,0,0.423368889547564,1.4846591500912,0,9.59924322638161,0.22480338173004,3.55929649866065,0.210381733534119,0,5.31116839184829,0.668998083659003,27.6327241914803,17.7085719266208,2.19037250785149,0,0.362176386502702,5.41322945317142,12.5529759382946,0,2.07723281742274,0.27789238677347,48.9734183231249,0,22.7980757345229,0.772200607921801,49.9567807424222,5.08888443511985,43.7152480896647,4.01469934081712,2.12436199637261,0,24.5411070036167,0.183015421353596,0,0,3.07861988484873,0,0.332087552376587,0,0.397080509077035,0.372222188163892,0,0,14.7272901368041,2.60353937775385,13.6303344209039,0,0,0,0,0,0.267743339363539,6.37753593578673,8.89166643191406,0.370226290913065,3.04155611715561,0,0,0,86.4289764362754,0,7.80479686670998,0,9.29224184334722,0,0,56.3381592778865,15.1061620996605
"PFKM",0,0,17.4590766924323,0,0,0,0,0,0,0.579669092661582,0,0,0,0,1.76343334735694,0,0,7.08840060941649,0,0,0,0,0,0,0,0,0,0,0,0,0,6.7877687559258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.2116615470995,0,0,0.130406563331452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66360310048269,0,0,0,0,0,0,0,0,0,0,0
"HK1",1.04885736068414,18.0086938070457,1.19660242880833,11.735443217201,60.1764633144584,17.1818352554079,4.08064639830208,33.2744189721229,0.635920179912044,32.8162385095829,2.35477361301348,0.544186656441095,7.0920901945542,0.190517431693907,34.3112113967763,40.9702224885332,11.4671471255552,39.2586757011332,20.3783087442055,121.935284163984,3.37016973745156,11.6190813661202,26.1513536469158,9.65843011834359,9.75721968469674,1.25179910422604,41.6617116195349,6.35953530030077,33.3504428179326,4.75309341571653,24.657677927426,14.857870311732,25.8260942080398,15.100934695713,0,23.0485641125579,0,31.8592802865093,43.0051114419902,1.10160950007895,13.2636073160148,45.7892363385415,2.42667664315497,3.68859678008456,5.22135018333556,7.84108233364929,37.5128349321356,53.0680458172982,13.3381688340835,0,12.1553489722136,4.14719497010327,42.074531147969,29.0923665007363,7.9461642216473,0.408167645416988,0,23.1150270844703,0,6.00158452950304,0,0,13.6478588103812,0.390512863773535,0,20.2712666918981,28.1650224787491,0,0,4.02750246579685,41.5072820635073,0.141991116138674,3.64640185263189,1.05345769635407,2.0615745891334,1.07534314740866,0,8.03963761861753,0,106.706185694232,4.62412448935419,3.25952760960231,4.26064801226174,0,0,0,33.4814698179428,7.77555971114244
"ADPGK",0.429587641303981,0,0.816834322503565,0,4.62129061341307,0,0,0.228664933556597,0,0,0,0,0,0,0,12.9080404743194,19.9608790488863,2.68844186284126,0,3.83398818426619,3.01950104764802,45.1751237241546,0.518273600266679,0,12.5971297399056,1.2817696779573,0.621250140365257,0,15.5222359584697,0,0,6.87737966362922,0,0,1.29937666792537,0.295004910334607,0,4.86896345737098,0.508093151603453,12.219829205549,0,2.07959977586573,0,0.314742430245793,13.8376369939546,0,1.65802736173084,0,71.3653053571549,0,0,0,152.053692559502,0,25.3303370123737,0.278626663363949,0,0,2.00333241626284,1.77889523966133,0.303187555390282,0,1.1557952951548,0,0,15.6881289289883,0,0,0,0,27.5232699406179,14.1028947371584,0,0,0,40.1897489628674,0.814986508837618,41.7486218574122,0,0,0,38.7793524438987,0,0,152.738560777474,0,0.178557724776217,0
"HK2",13.4452997391763,272.850166184766,50.7313517958128,94.675821472982,36.6114585237531,30.5908195561689,123.111920844948,44.0589889548257,52.5412794096277,34.8145586324783,139.30628893663,4.08745741000177,45.5011340960132,7.63200766937398,15.0628537111087,28.9978908409741,0.957013859024527,35.435333261471,33.0895966064159,32.9338903293731,45.8460814222401,5.90248422568848,127.064550562479,21.8328121117007,3.61128082148308,15.0438838257878,25.1151433724047,43.0743762794783,43.1482485016224,16.6605173314253,100.731319470252,102.936446022314,13.3240974660802,15.2396804715414,8.16992875485162,117.145068274569,18.78046562961,24.0489779752012,66.2599050606877,39.1651788483298,27.8949147729768,26.8116666053857,65.2436235488655,24.0114633237876,30.7594091100777,125.286575372545,44.3254366292271,14.3296853683731,14.2986666845515,0.461567198570224,6.08669478135333,8.40800143765398,10.0603854779991,35.5578956890715,3.60360347374402,13.8982967943586,16.0416198672459,10.8471163566595,0,15.5007422539919,3.55845394001272,4.00319589539835,7.39928005037995,12.7105046512437,52.2688008072241,12.7473609818419,18.2792826752622,0,11.1047604075043,8.57114491406936,0.626037437940283,0,15.0835784447644,12.6602544656166,2.80200371179249,7.53857396759391,2.39133491948347,11.8856506548702,284.605980407529,4.09330719479904,17.9199080397676,54.2506423499896,9.31767253209241,5.69449212822336,0,0,2.27033909192293,62.5327723641188
"PDHA2",1.74992053610846,2.14613024902253,5.82288986390462,8.15812118338617,0,3.98142878152061,0,0.93146409404133,5.96797549338129,6.95985110595653,0,2.26981151412553,3.6976531380089,3.17860539197004,6.86156437080553,1.64314878204817,2.39148298397997,4.17193843236827,0,0,0.585709730298287,7.72604607123871,4.22236363074405,1.72652019550728,0.884728785612209,4.47537831238114,0,3.49022717961309,9.98363014781129,2.75350430342324,4.43946393153385,0.848937287399786,3.26427468626011,2.42254798201249,1.51228473655129,3.60509778130746,1.73816763702617,0,3.4495197826924,0.765805230537945,4.61022706216563,5.39078071270089,0,5.12839932359285,6.40539343556013,2.9732076056601,7.87961561091794,3.02181152016326,0,3.84470259907945,0,0,0,0,4.37745421970828,0,5.84593647085211,0.550932337064318,0,0,18.525467627264,3.33453020737577,0,0,0,4.42422143966856,1.31258964265335,0,4.08083793902144,0,4.1717483776592,6.51472014520046,13.8866629082568,0,0,1.68197774747925,0,0,0,4.87084278439195,0,5.826661452055,5.0774951684587,0,0,0,0,15.7246001084809
"SUCLG1",37.1541691054292,0,10.4556603809169,5.85073532475748,5.96864589818232,15.4188864879122,50.5927318706894,41.1356798227119,1.35159003240989,35.6620648829398,1.42995868460411,86.360873362454,11.6192236263891,16.1970932712612,4.99488586955512,16.466758396298,38.9957915969184,58.107334731371,4.48540858712938,74.2770356725055,73.8185579266467,25.5303985392275,20.0813486348779,0.97752893321613,19.2353166492039,30.1532877553432,0,50.9837011808717,56.2996610407232,11.2247380283273,19.8570889430996,14.4196534117369,8.87127194250066,10.6985506774457,47.2640142395049,44.4970787279997,0.590474120277674,1.3475418696065,25.5460843486894,10.9263932472834,0.939686038615934,76.1299988283619,31.210568504933,36.5856130933679,1.74078447824089,66.4094984846133,29.44468586665,78.5304373219469,0,16.7614441510342,2.74008420734406,2.7231734974637,11.9646651965551,1.55136954063091,55.4463916657777,0,113.197844047821,0.187157602138508,94.9487718640414,72.5067527239588,37.3402426040035,9.06220435266284,0,68.889940597582,0,72.9768295707158,58.4129953525734,0,43.4375333400397,0,68.7335938956561,10.8644075148738,0,19.618147799352,2.92112517027698,35.0449966138343,0,8.8149866446714,0,0,8.54621965058572,0,22.6698431039724,0,0,0,0,0
"IDH3A",5.78047521353859,4.00200517748054,0.17727767735541,0,14.0414316742587,0,0.226706725491149,8.7343846195351,5.51140906219365,10.259124785966,0,22.2515948433945,5.71317718454654,0.169351926621355,13.3696055187592,23.2869200341089,0,17.8931703666942,37.1081062841784,12.3004762325313,0,3.7421236559651,1.04982265135986,16.5576117110124,22.437302153149,7.15326861405183,0,0,5.10638132150348,0,0,0,10.666864821768,15.5916776678378,0,2.30489858149166,0.864334726608644,0.422684752132133,0,1.79524832732666,0.196501481338207,17.396945719208,3.48452252219738,0,0,29.3055913590678,4.79789240945823,25.5987066072847,1.00194650686152,7.78394706534937,0,18.8818835366632,3.88238071088652,0,0.13327143994428,2.29787471222336,0,7.86659123906591,0,5.19444889900415,0,0,3.55740171821058,0,0,1.25715581892221,1.8182594230198,0,0,0,1.77812225933015,1.38838298176403,0,30.2331168729208,4.31956864580164,0,0,0,0,6.22829077348479,0,4.96699009027639,24.8880500880189,0,0,0,2.79017353361525,0.209446517838372
"PDHB",10.5329115669263,35.1097263210877,65.2183415920732,1.67878233948276,18.5941061713143,8.60265468332796,9.52235533349808,24.7263531904768,12.2809304195649,0.179025213947295,35.2976777726223,45.190277488776,40.232849195499,46.1137002720572,1.51283166114856,53.0015631728203,33.218139730839,42.6568985781475,5.85863111752756,49.4648828504515,20.248644718932,2.60160496765438,50.6122682850208,26.8239576074799,14.200675390348,22.3329315883759,17.445446754853,30.3807368694445,41.4996174126645,71.3938075738554,36.5422061158267,25.4180858541545,46.6848256733847,32.0045448559415,37.8106450476813,19.2883303807752,19.8512967864902,34.5897171509477,34.7113687083664,28.8385657644512,50.9449148971743,52.5341123174548,35.0880164880954,80.336587411262,47.4517846538506,2.52379123448442,38.567853556259,3.03142084236009,0.483732494868061,6.32931889959401,7.46915470384353,109.262205359099,129.707456092216,39.0665662534284,0,12.7872626722541,12.1157250241786,2.04068047343391,0,41.0743883558335,50.7019963972076,0,70.0206526615232,36.4511098310386,0,5.61424769504686,0.810316099089794,0,0.209939228295358,14.6916607332108,6.11655963109838,0.45702355751016,79.6046989695279,0,84.5557761590899,1.03835471712096,24.08132226458,60.6261088940439,0,163.692122083396,11.3891618018943,0.199835561072058,28.3228859174232,0.732062757378556,0,0,0,0
"PGAM1",31.2532536869463,13.0806972966124,35.8443313740671,36.489872596648,20.2791517887424,10.3839631647634,7.84080394517988,24.2935121349346,12.4069438605912,45.3799637531683,16.7062384951295,0.643466815530913,36.1644299899655,9.01099970932317,23.8979095531482,20.9616643691192,43.3893984383158,27.4977530787638,7.95404596172656,17.3248048970561,16.9363168742327,25.088316129375,31.5208433451911,18.5990867167108,24.5794744862607,18.6079073341372,26.3051534317041,54.6171625191043,24.5288358564086,8.43035523178928,12.5853961921988,25.5104332531412,41.9508447737852,35.1624160678897,7.28817597334842,16.3520946092949,37.1206185078716,12.9320465753572,21.1226669310286,18.2361843683242,30.8439988744763,25.7615501971438,13.24335662642,15.9922982022319,13.0741862273489,24.443286203542,17.232056569671,30.8394222431615,7.10830585137896,18.5288315288969,3.26657791296079,7.17629218527386,9.64023754503826,3.69891513748558,7.44576325221408,13.51371867159,24.6221374099441,31.236662101466,17.7362788745887,18.6749994095712,12.6042433949983,1.41795443397755,12.8616596029753,11.0821711294237,0,6.96788077206367,15.6284037826203,0,16.5818472018597,0.793711788511951,21.8789358061971,7.21951286552518,36.7426968745984,13.8800787165316,10.7954555205279,15.2583152668523,12.2347945465161,8.82734410258449,6.73284381298759,11.0466465639792,8.55820033233888,4.03772108930914,26.5263532632562,11.0936157395155,4.0971177648391,0,33.8162464887519,0
"BPGM",10.0349913374317,0,0,0,0,0,0,0,0,0,0,7.15898015168067,31.2764075588338,0,0,0,0,27.5127755461104,0,1.94696507704872,0,33.4303847476478,0.807110600809156,7.26058748883933,51.749839073982,2.99416146512988,0,0.400297028240776,0,1.2632067005228,0,0,24.9588233855572,28.6179342864474,0,0,0,0,0,0,0,0,0,0,0,0,12.2647660080141,0,0,33.071407941668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.88682647130226,0,0,0,41.4750936645061,0,0,0,0,0,0,0,0,0,0,0,0
"SUCLG2",20.2016716388546,0,1.17588455504093,16.2305835611071,0,24.0132983545124,0,0.8778069391095,0,0.819865955523682,3.9668627328241,10.6952930892128,0,0.748875315648605,0,0,39.440120667838,2.70298405877064,26.8302553217257,29.1161381286103,18.4909888705691,6.95003191156795,7.62667277596316,29.8295010261538,3.33505530576408,0,0,0,0,0,0.697287970260333,11.6004945058798,15.8938837366814,8.21878802751889,0,0,1.91104687773147,4.20550809694184,3.25080958161821,7.93859972316876,3.9101887004931,0,6.60367763430029,9.06183181450387,10.2618963311964,1.05072579462163,0,0,0,4.83097042870306,1.08589929844444,3.37959235857946,0,10.1443645440478,48.6194915276337,17.3810288230991,0,8.3071325076054,25.9553109339064,12.4161549472567,0,2.35683300094132,11.0922684394225,78.2853176094049,0,0,0,0,0,0,12.531446097551,2.09299040851983,32.0936209435268,0,5.78823045760847,0,37.5431843410945,0,0,0,0,0.305056421222297,0,14.2483933134536,67.0781711573153,0,3.42726817361729,0
"PC",2.57926536248413,0.131802161404454,0,0.668029044654983,0,1.36928368959872,0.261322819057792,0,0,0,2.24043748913931,0.83638743830777,1.13543592225008,0,0.963189059644035,0.80729698891923,7.24559762178556,0,9.93334105594514,0,0,0,0,2.12064569314881,1.08669235013614,0,0,1.37182946475901,0,2.02924022226298,0,0,9.3553477313883,0,0,0,0,0.974449882425082,0,0,0,0,0,0,0,0.182596181619753,0,0,0,0,0,0,0,0,0,0,0,0.135339544924185,13.3645628039536,0,1.36526476456705,0,0,0,0,0,0,0,0.167080030347428,0,0,0,0,2.46721727299602,0,0.413187042404217,0,0,0,14.0594530716007,0,0,0.267281675815609,0,0,0,0,0
"IDH2",3.1690103240969,0,0,0,0,0,0.550412348456124,9.15707984987895,0,0,0,5.87214919077251,12.9141915566281,4.93395463828186,0,0,0,0,0,0,5.45496823441987,0,2.91294074691464,0,20.141885188863,0,0,1.80588868994906,4.82128208796459,0,0.765678688025739,0,5.62992649039887,26.5733024414982,0,0,0.599566946105214,0,0,43.9823660762689,10.4957209136666,4.78158800955985,0,3.98025022129594,0,28.0753633609098,19.2202137716207,0,0,0,0,0,0,0,0.323564491008999,13.2132308668303,0,0,0,0,0,0,0,0,0,22.1284442156557,0,0,0,0,0,0,0,41.2479120177022,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PGAM4",0,0,0,0,0,0,0,0,1.26207295836792,1.1038718093979,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09534353144166,0,0,0,1.32856752248801,0,0,0,0,0,1.84430319571775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759799552721199,0,0,0,0,0,0,0,0,0,0
